,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
522,1654733853,25.497,53.1,8,400,12805,19804,939.817,0.28,0.31,1.9,0.326,0.025,522,0
523,1654733854,25.504,52.7,12,400,12808,19801,939.82,0.27,0.3,1.8,0.309,0.024,523,0
524,1654733855,25.51,52.38,7,400,12807,19798,939.829,0.24,0.26,1.61,0.276,0.021,524,0
525,1654733856,25.517,52.07,11,400,12809,19805,939.85,0.23,0.25,1.51,0.26,0.02,525,0
526,1654733857,25.523,51.83,15,400,12807,19798,939.852,0.21,0.22,1.46,0.228,0.005,526,0
527,1654733858,25.53,51.57,18,400,12807,19804,939.847,0.21,0.22,1.46,0.228,0.005,527,0
528,1654733859,25.536,51.35,1,400,12809,19807,939.842,0.21,0.21,1.41,0.22,0.005,528,0
529,1654733860,25.543,51.18,6,400,12812,19798,939.832,0.2,0.21,1.37,0.214,0.005,529,0
530,1654733861,25.549,51.01,0,400,12809,19813,939.838,0.19,0.19,1.28,0.2,0.005,530,0
531,1654733862,25.556,50.86,0,400,12814,19818,939.832,0.18,0.19,1.23,0.191,0.004,531,0
532,1654733863,25.562,50.68,5,400,12810,19809,939.829,0.16,0.17,1.12,0.174,0.004,532,0
533,1654733864,25.569,50.59,15,400,12805,19800,939.833,0.15,0.16,1.06,0.165,0.004,533,0
534,1654733865,25.575,50.49,3,400,12813,19809,939.825,0.15,0.16,0.98,0.168,0.013,534,0
535,1654733866,25.582,50.39,12,400,12812,19803,939.818,0.14,0.16,0.96,0.166,0.013,535,0
536,1654733867,25.588,50.23,14,400,12814,19808,939.821,0.14,0.15,0.92,0.158,0.012,536,0
537,1654733868,25.594,50.15,11,400,12812,19809,939.821,0.15,0.15,1.01,0.157,0.004,537,0
538,1654733869,25.601,50.12,13,400,12816,19803,939.812,0.18,0.19,1.23,0.192,0.004,538,0
539,1654733870,25.607,50.0,12,400,12814,19802,939.817,0.2,0.21,1.36,0.213,0.005,539,0
540,1654733871,25.613,49.98,10,400,12817,19799,939.809,0.23,0.24,1.62,0.252,0.006,540,0
541,1654733872,25.62,49.89,11,400,12813,19802,939.804,0.24,0.25,1.69,0.263,0.006,541,0
542,1654733873,25.626,49.81,9,400,12810,19796,939.808,0.25,0.26,1.72,0.269,0.006,542,0
543,1654733874,25.632,49.74,12,400,12812,19802,939.816,0.26,0.27,1.78,0.278,0.006,543,0
544,1654733875,25.639,49.6,31,400,12801,19782,939.819,0.26,0.27,1.8,0.281,0.006,544,0
545,1654733876,25.645,49.86,30,400,12796,19786,939.824,0.26,0.27,1.78,0.277,0.006,545,0
546,1654733877,25.651,50.41,39,400,12795,19778,939.823,0.25,0.26,1.74,0.272,0.006,546,0
547,1654733878,25.657,51.04,34,400,12799,19786,939.82,0.24,0.25,1.65,0.257,0.006,547,0
548,1654733879,25.664,51.64,24,400,12801,19784,939.824,0.23,0.24,1.59,0.247,0.006,548,0
549,1654733880,25.67,52.17,26,400,12797,19779,939.823,0.21,0.22,1.45,0.227,0.005,549,0
550,1654733881,25.676,52.71,29,400,12802,19779,939.816,0.2,0.21,1.38,0.216,0.005,550,0
551,1654733882,25.682,53.2,34,400,12805,19794,939.824,0.18,0.19,1.25,0.194,0.004,551,0
552,1654733883,25.688,53.6,25,400,12805,19791,939.836,0.17,0.18,1.18,0.183,0.004,552,0
553,1654733884,25.694,53.98,17,400,12806,19797,939.83,0.15,0.16,1.04,0.163,0.004,553,0
554,1654733885,25.701,54.32,28,400,12807,19786,939.833,0.14,0.15,0.98,0.153,0.003,554,0
555,1654733886,25.707,54.64,18,400,12814,19797,939.827,0.12,0.13,0.86,0.134,0.003,555,0
556,1654733887,25.713,54.91,22,400,12814,19799,939.829,0.12,0.13,0.85,0.133,0.003,556,0
557,1654733888,25.719,55.54,16,400,12814,19797,939.828,0.12,0.12,0.82,0.128,0.003,557,0
558,1654733889,25.725,55.77,9,400,12819,19801,939.832,0.12,0.13,0.83,0.13,0.003,558,0
559,1654733890,25.731,55.97,18,400,12818,19799,939.838,0.12,0.12,0.83,0.129,0.003,559,0
560,1654733891,25.737,56.11,6,400,12823,19806,939.835,0.12,0.12,0.79,0.124,0.003,560,0
561,1654733892,25.743,56.24,1,400,12818,19807,939.835,0.11,0.12,0.77,0.12,0.003,561,0
562,1654733893,25.749,56.39,16,400,12815,19798,939.835,0.12,0.13,0.79,0.133,0.009,562,0
563,1654733894,25.755,56.55,16,400,12825,19807,939.835,0.12,0.13,0.79,0.134,0.009,563,0
564,1654733895,25.761,56.65,10,400,12823,19800,939.835,0.11,0.12,0.77,0.13,0.009,564,0
565,1654733896,25.767,56.75,1,400,12825,19811,939.835,0.11,0.12,0.75,0.127,0.009,565,0
566,1654733897,25.773,56.93,8,400,12820,19810,939.825,0.25,0.27,1.71,0.285,0.018,566,0
567,1654733898,25.779,57.02,0,400,12822,19807,939.832,0.33,0.36,2.22,0.37,0.023,567,0
568,1654733899,25.785,57.24,6,400,12825,19805,939.828,0.41,0.45,2.8,0.467,0.028,568,0
569,1654733900,25.791,57.44,0,400,12841,19838,939.83,0.43,0.46,2.89,0.482,0.029,569,0
570,1654733901,25.797,57.21,0,400,12853,19832,939.839,0.43,0.46,2.89,0.481,0.029,570,0
571,1654733902,25.803,56.63,0,400,12843,19826,939.839,0.41,0.45,2.79,0.465,0.028,571,0
572,1654733903,25.809,55.88,0,400,12849,19836,939.83,0.4,0.44,2.72,0.453,0.027,572,0
573,1654733904,25.815,55.23,2,400,12844,19827,939.83,0.37,0.41,2.53,0.422,0.026,573,0
574,1654733905,25.82,54.63,2,400,12844,19826,939.838,0.36,0.39,2.43,0.405,0.025,574,0
575,1654733906,25.826,54.06,0,400,12847,19835,939.844,0.33,0.35,2.21,0.368,0.022,575,0
576,1654733907,25.832,53.56,4,400,12853,19840,939.843,0.31,0.34,2.1,0.349,0.021,576,0
577,1654733908,25.838,53.13,9,400,12839,19824,939.832,0.29,0.32,1.98,0.329,0.02,577,0
578,1654733909,25.844,52.74,14,400,12840,19822,939.839,0.29,0.31,2.03,0.316,0.007,578,0
579,1654733910,25.85,52.4,16,400,12837,19814,939.832,0.29,0.3,2.0,0.312,0.007,579,0
580,1654733911,25.855,52.13,3,400,12849,19830,939.831,0.29,0.3,1.97,0.307,0.007,580,0
581,1654733912,25.861,51.84,0,400,12849,19830,939.827,0.28,0.31,1.92,0.321,0.02,581,0
582,1654733913,25.867,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02,582,0
583,1654733914,25.873,51.42,11,400,12843,19813,939.843,0.27,0.3,1.84,0.308,0.019,583,0
584,1654733915,25.878,51.06,13,400,12842,19818,939.837,0.24,0.27,1.65,0.276,0.017,584,0
585,1654733916,25.884,50.93,8,400,12845,19824,939.833,0.22,0.24,1.5,0.252,0.016,585,0
586,1654733917,25.89,50.78,14,400,12841,19814,939.823,0.21,0.23,1.43,0.239,0.015,586,0
587,1654733918,25.895,50.63,9,400,12841,19821,939.825,0.2,0.21,1.39,0.217,0.005,587,0
588,1654733919,25.901,50.5,4,400,12848,19830,939.824,0.2,0.2,1.35,0.21,0.005,588,0
589,1654733920,25.907,50.43,13,400,12850,19818,939.825,0.18,0.19,1.25,0.195,0.004,589,0
590,1654733921,25.912,50.36,9,400,12843,19820,939.838,0.17,0.18,1.2,0.186,0.004,590,0
591,1654733922,25.918,50.25,1,400,12853,19826,939.834,0.16,0.17,1.13,0.177,0.004,591,0
592,1654733923,25.923,50.14,2,400,12850,19823,939.831,0.16,0.17,1.12,0.174,0.004,592,0
593,1654733924,25.929,50.07,4,400,12849,19824,939.839,0.17,0.17,1.15,0.179,0.004,593,0
594,1654733925,25.935,50.0,13,400,12854,19833,939.833,0.17,0.17,1.15,0.18,0.004,594,0
595,1654733926,25.94,49.94,3,400,12848,19822,939.835,0.17,0.19,1.17,0.195,0.012,595,0
596,1654733927,25.946,49.85,0,400,12852,19824,939.834,0.18,0.2,1.24,0.207,0.013,596,0
597,1654733928,25.951,49.83,11,400,12851,19829,939.824,0.19,0.2,1.27,0.212,0.013,597,0
598,1654733929,25.957,50.37,37,400,12829,19792,939.818,0.2,0.21,1.38,0.216,0.005,598,0
599,1654733930,25.962,50.95,32,400,12834,19812,939.828,0.2,0.2,1.35,0.211,0.005,599,0
600,1654733931,25.968,51.57,24,400,12832,19803,939.836,0.19,0.2,1.32,0.206,0.005,600,0
601,1654733932,25.973,52.62,39,400,12834,19797,939.856,0.19,0.21,1.3,0.217,0.014,601,0
602,1654733933,25.979,53.08,26,400,12841,19808,939.85,0.18,0.2,1.24,0.208,0.013,602,0
603,1654733934,25.984,53.51,25,400,12839,19808,939.845,0.18,0.19,1.2,0.201,0.013,603,0
604,1654733935,25.99,53.94,28,400,12842,19814,939.842,0.16,0.18,1.11,0.186,0.012,604,0
605,1654733936,25.995,54.57,16,400,12852,19820,939.842,0.15,0.16,1.01,0.169,0.011,605,0
606,1654733937,26.001,54.85,11,400,12847,19818,939.843,0.13,0.15,0.91,0.152,0.01,606,0
607,1654733938,26.006,55.12,17,400,12847,19813,939.828,0.13,0.14,0.86,0.144,0.009,607,0
608,1654733939,26.011,55.39,15,400,12851,19829,939.832,0.11,0.12,0.76,0.127,0.008,608,0
609,1654733940,26.017,55.63,18,400,12847,19819,939.836,0.11,0.11,0.71,0.12,0.008,609,0
610,1654733941,26.022,55.81,17,400,12846,19811,939.837,0.1,0.1,0.69,0.107,0.002,610,0
611,1654733942,26.027,56.03,22,400,12847,19819,939.838,0.1,0.1,0.69,0.107,0.002,611,0
612,1654733943,26.033,56.16,3,400,12855,19824,939.836,0.12,0.13,0.8,0.133,0.008,612,0
613,1654733944,26.038,56.36,0,400,12854,19822,939.844,0.13,0.14,0.92,0.143,0.003,613,0
614,1654733945,26.043,56.49,6,400,12853,19825,939.845,0.15,0.16,1.05,0.163,0.004,614,0
615,1654733946,26.049,56.61,8,400,12855,19824,939.841,0.16,0.16,1.08,0.168,0.004,615,0
616,1654733947,26.054,56.7,11,400,12858,19827,939.84,0.17,0.18,1.13,0.189,0.012,616,0
617,1654733948,26.059,56.83,10,400,12854,19827,939.839,0.17,0.19,1.16,0.194,0.012,617,0
618,1654733949,26.064,56.95,0,400,12852,19816,939.839,0.19,0.19,1.28,0.2,0.005,618,0
619,1654733950,26.07,57.04,11,400,12857,19826,939.847,0.19,0.2,1.3,0.203,0.005,619,0
620,1654733951,26.075,57.15,10,400,12855,19817,939.838,0.19,0.2,1.3,0.203,0.005,620,0
621,1654733952,26.08,57.23,10,400,12859,19826,939.845,0.21,0.22,1.45,0.227,0.005,621,0
622,1654733953,26.085,57.28,3,400,12864,19829,939.838,0.22,0.22,1.49,0.232,0.005,622,0
623,1654733954,26.09,57.35,7,400,12864,19833,939.841,0.22,0.23,1.5,0.233,0.005,623,0
624,1654733955,26.096,57.59,0,400,12879,19842,939.851,0.21,0.22,1.48,0.23,0.005,624,0
625,1654733956,26.101,57.34,0,400,12888,19849,939.856,0.2,0.21,1.41,0.22,0.005,625,0
626,1654733957,26.106,56.7,0,400,12881,19856,939.861,0.2,0.21,1.36,0.213,0.005,626,0
627,1654733958,26.111,56.01,0,400,12883,19847,939.856,0.19,0.2,1.31,0.204,0.005,627,0
628,1654733959,26.116,55.31,0,400,12886,19862,939.852,0.2,0.2,1.35,0.21,0.005,628,0
629,1654733960,26.121,54.71,3,400,12877,19853,939.848,0.21,0.22,1.45,0.226,0.005,629,0
630,1654733961,26.126,54.18,1,400,12883,19853,939.836,0.22,0.23,1.52,0.237,0.005,630,0
631,1654733962,26.131,53.71,10,400,12882,19845,939.833,0.23,0.24,1.58,0.246,0.006,631,0
632,1654733963,26.137,53.23,1,400,12887,19855,939.844,0.23,0.24,1.58,0.246,0.006,632,0
633,1654733964,26.142,52.85,6,400,12881,19850,939.839,0.24,0.25,1.67,0.261,0.006,633,0
634,1654733965,26.147,52.5,7,400,12882,19848,939.834,0.25,0.26,1.71,0.266,0.006,634,0
635,1654733966,26.152,52.18,0,400,12885,19856,939.831,0.25,0.26,1.71,0.266,0.006,635,0
636,1654733967,26.157,51.97,11,400,12876,19842,939.841,0.25,0.26,1.73,0.27,0.006,636,0
637,1654733968,26.162,51.72,9,400,12881,19846,939.838,0.25,0.26,1.72,0.269,0.006,637,0
638,1654733969,26.167,51.48,10,400,12876,19843,939.844,0.25,0.26,1.7,0.264,0.006,638,0
639,1654733970,26.172,51.33,6,400,12871,19844,939.835,0.23,0.24,1.61,0.251,0.006,639,0
640,1654733971,26.176,51.17,8,400,12878,19842,939.835,0.23,0.23,1.55,0.242,0.005,640,0
641,1654733972,26.181,51.04,3,400,12883,19848,939.821,0.22,0.23,1.54,0.24,0.005,641,0
642,1654733973,26.186,50.86,11,400,12880,19842,939.805,0.24,0.25,1.63,0.254,0.006,642,0
643,1654733974,26.191,50.71,10,400,12879,19845,939.809,0.25,0.26,1.71,0.266,0.006,643,0
644,1654733975,26.196,50.59,0,400,12885,19859,939.81,0.26,0.27,1.78,0.278,0.006,644,0
645,1654733976,26.201,50.52,8,400,12883,19840,939.813,0.27,0.28,1.88,0.293,0.007,645,0
646,1654733977,26.206,50.41,3,400,12889,19852,939.819,0.29,0.3,1.98,0.308,0.007,646,0
647,1654733978,26.211,50.32,10,400,12879,19843,939.813,0.29,0.3,1.98,0.309,0.007,647,0
648,1654733979,26.216,50.28,11,400,12880,19850,939.817,0.31,0.32,2.12,0.331,0.007,648,0
649,1654733980,26.22,50.17,10,400,12884,19843,939.818,0.31,0.32,2.14,0.334,0.008,649,0
650,1654733981,26.225,50.12,4,400,12881,19851,939.812,0.31,0.32,2.11,0.329,0.007,650,0
651,1654733982,26.23,50.04,7,400,12886,19845,939.814,0.31,0.32,2.12,0.33,0.007,651,0
652,1654733983,26.235,49.99,1,400,12886,19845,939.805,0.3,0.31,2.07,0.323,0.007,652,0
653,1654733984,26.24,49.93,0,400,12889,19856,939.802,0.3,0.31,2.08,0.324,0.007,653,0
654,1654733985,26.244,49.78,29,400,12868,19824,939.795,0.3,0.31,2.08,0.324,0.007,654,0
655,1654733986,26.249,50.02,34,400,12865,19817,939.798,0.31,0.32,2.12,0.33,0.007,655,0
656,1654733987,26.254,50.6,32,400,12868,19820,939.81,0.31,0.32,2.12,0.331,0.007,656,0
657,1654733988,26.259,51.19,24,400,12872,19825,939.81,0.3,0.32,2.09,0.326,0.007,657,0
658,1654733989,26.263,51.8,33,400,12868,19818,939.812,0.29,0.3,1.99,0.311,0.007,658,0
659,1654733990,26.268,52.39,29,400,12870,19825,939.81,0.28,0.29,1.93,0.3,0.007,659,0
660,1654733991,26.273,52.9,29,400,12871,19819,939.806,0.26,0.27,1.78,0.277,0.006,660,0
661,1654733992,26.277,53.36,19,400,12877,19835,939.803,0.25,0.26,1.7,0.264,0.006,661,0
662,1654733993,26.282,53.76,20,400,12878,19836,939.792,0.24,0.25,1.66,0.26,0.006,662,0
663,1654733994,26.287,54.15,22,400,12880,19840,939.795,0.23,0.24,1.57,0.245,0.006,663,0
664,1654733995,26.291,54.51,18,400,12882,19848,939.795,0.22,0.23,1.52,0.237,0.005,664,0
665,1654733996,26.296,54.79,20,400,12880,19833,939.794,0.21,0.22,1.44,0.225,0.005,665,0
666,1654733997,26.3,55.1,7,400,12890,19841,939.804,0.21,0.21,1.42,0.221,0.005,666,0
667,1654733998,26.305,55.35,26,400,12882,19831,939.797,0.21,0.22,1.43,0.224,0.005,667,0
668,1654733999,26.31,55.59,14,400,12887,19841,939.801,0.21,0.22,1.47,0.229,0.005,668,0
669,1654734000,26.314,55.77,11,400,12888,19851,939.798,0.22,0.22,1.48,0.231,0.005,669,0
670,1654734001,26.319,56.0,2,400,12885,19844,939.788,0.21,0.22,1.46,0.228,0.005,670,0
671,1654734002,26.323,56.17,15,400,12881,19829,939.792,0.22,0.22,1.49,0.232,0.005,671,0
672,1654734003,26.328,56.33,6,400,12892,19848,939.793,0.21,0.22,1.48,0.23,0.005,672,0
673,1654734004,26.332,56.43,15,400,12882,19837,939.793,0.21,0.22,1.47,0.229,0.005,673,0
674,1654734005,26.337,56.57,19,400,12884,19832,939.79,0.22,0.23,1.52,0.237,0.005,674,0
675,1654734006,26.341,56.73,13,400,12885,19840,939.788,0.23,0.23,1.55,0.242,0.005,675,0
676,1654734007,26.346,56.81,15,400,12886,19839,939.79,0.22,0.23,1.54,0.24,0.005,676,0
677,1654734008,26.35,56.95,13,400,12891,19843,939.784,0.21,0.22,1.48,0.23,0.005,677,0
678,1654734009,26.355,57.0,6,400,12891,19850,939.788,0.21,0.22,1.43,0.224,0.005,678,0
679,1654734010,26.359,57.08,11,400,12895,19843,939.791,0.19,0.2,1.33,0.208,0.005,679,0
680,1654734011,26.363,57.2,4,400,12896,19855,939.785,0.19,0.19,1.27,0.199,0.004,680,0
681,1654734012,26.368,57.26,0,400,12894,19842,939.782,0.18,0.19,1.25,0.195,0.004,681,0
682,1654734013,26.372,57.33,7,400,12892,19852,939.773,0.18,0.18,1.22,0.19,0.004,682,0
683,1654734014,26.377,57.39,12,400,12894,19846,939.781,0.17,0.18,1.18,0.185,0.004,683,0
684,1654734015,26.381,57.58,0,400,12910,19873,939.788,0.17,0.17,1.15,0.18,0.004,684,0
685,1654734016,26.385,57.32,0,400,12910,19877,939.787,0.17,0.17,1.15,0.179,0.004,685,0
686,1654734017,26.39,56.72,0,400,12920,19881,939.797,0.16,0.17,1.11,0.172,0.004,686,0
687,1654734018,26.394,55.99,0,400,12916,19872,939.798,0.16,0.17,1.13,0.176,0.004,687,0
688,1654734019,26.398,55.3,6,400,12910,19874,939.796,0.16,0.17,1.12,0.175,0.004,688,0
689,1654734020,26.402,54.7,0,400,12922,19879,939.793,0.16,0.17,1.11,0.173,0.004,689,0
690,1654734021,26.407,54.12,2,400,12912,19865,939.788,0.17,0.17,1.14,0.178,0.004,690,0
691,1654734022,26.411,53.66,5,400,12906,19856,939.783,0.17,0.17,1.14,0.178,0.004,691,0
692,1654734023,26.415,53.2,3,400,12910,19864,939.793,0.16,0.17,1.1,0.172,0.004,692,0
693,1654734024,26.419,52.8,1,400,12917,19867,939.789,0.16,0.16,1.07,0.167,0.004,693,0
694,1654734025,26.424,52.46,0,400,12916,19866,939.79,0.15,0.15,1.0,0.156,0.004,694,0
695,1654734026,26.428,52.19,8,400,12915,19861,939.796,0.14,0.14,0.96,0.15,0.003,695,0
696,1654734027,26.432,51.94,7,400,12918,19864,939.789,0.13,0.13,0.87,0.136,0.003,696,0
697,1654734028,26.436,51.72,15,400,12908,19852,939.786,0.12,0.13,0.83,0.129,0.003,697,0
698,1654734029,26.44,51.47,11,400,12914,19858,939.79,0.12,0.13,0.83,0.13,0.003,698,0
699,1654734030,26.445,51.28,17,400,12910,19856,939.778,0.12,0.12,0.82,0.128,0.003,699,0
700,1654734031,26.449,51.16,17,400,12913,19859,939.781,0.11,0.12,0.78,0.122,0.003,700,0
701,1654734032,26.453,50.99,11,400,12915,19864,939.783,0.11,0.11,0.76,0.118,0.003,701,0
702,1654734033,26.457,50.88,22,400,12915,19863,939.787,0.12,0.12,0.79,0.123,0.003,702,0
703,1654734034,26.461,50.75,0,400,12917,19872,939.789,0.13,0.14,0.93,0.145,0.003,703,0
704,1654734035,26.465,50.61,4,400,12920,19869,939.79,0.15,0.15,1.01,0.158,0.004,704,0
705,1654734036,26.469,50.5,11,400,12918,19863,939.78,0.17,0.18,1.2,0.187,0.004,705,0
706,1654734037,26.473,50.4,5,400,12917,19873,939.783,0.2,0.21,1.39,0.217,0.005,706,0
707,1654734038,26.477,50.34,5,400,12919,19872,939.785,0.23,0.24,1.59,0.248,0.006,707,0
708,1654734039,26.481,50.29,14,400,12919,19871,939.772,0.25,0.26,1.69,0.264,0.006,708,0
709,1654734040,26.485,50.17,12,400,12916,19864,939.774,0.26,0.27,1.79,0.279,0.006,709,0
710,1654734041,26.489,50.1,9,400,12919,19863,939.783,0.26,0.27,1.8,0.28,0.006,710,0
711,1654734042,26.493,50.08,13,400,12920,19868,939.785,0.27,0.28,1.85,0.289,0.007,711,0
712,1654734043,26.497,50.0,7,400,12919,19871,939.778,0.27,0.28,1.85,0.288,0.007,712,0
713,1654734044,26.501,49.96,1,400,12925,19872,939.772,0.27,0.28,1.88,0.293,0.007,713,0
714,1654734045,26.505,49.8,21,400,12910,19855,939.766,0.27,0.28,1.86,0.29,0.007,714,0
715,1654734046,26.509,50.04,18,400,12901,19849,939.783,0.27,0.28,1.84,0.286,0.006,715,0
716,1654734047,26.513,50.65,45,400,12892,19836,939.795,0.27,0.28,1.87,0.292,0.007,716,0
717,1654734048,26.517,51.26,26,400,12908,19845,939.8,0.27,0.28,1.88,0.293,0.007,717,0
718,1654734049,26.521,51.9,28,400,12903,19842,939.801,0.27,0.28,1.85,0.289,0.007,718,0
719,1654734050,26.525,52.43,28,400,12907,19839,939.783,0.27,0.28,1.85,0.289,0.007,719,0
720,1654734051,26.529,52.96,25,400,12906,19852,939.78,0.27,0.28,1.83,0.285,0.006,720,0
721,1654734052,26.533,53.43,21,400,12914,19857,939.779,0.25,0.26,1.74,0.271,0.006,721,0
722,1654734053,26.537,53.87,11,400,12916,19869,939.78,0.25,0.26,1.73,0.27,0.006,722,0
723,1654734054,26.54,54.19,9,400,12916,19859,939.773,0.26,0.27,1.77,0.275,0.006,723,0
724,1654734055,26.544,54.56,14,400,12916,19860,939.767,0.26,0.27,1.8,0.281,0.006,724,0
725,1654734056,26.548,54.9,22,400,12910,19859,939.767,0.28,0.29,1.92,0.299,0.007,725,0
726,1654734057,26.552,55.13,16,400,12916,19862,939.76,0.3,0.31,2.08,0.325,0.007,726,0
727,1654734058,26.556,55.43,17,400,12920,19864,939.746,0.31,0.32,2.13,0.333,0.008,727,0
728,1654734059,26.559,55.66,4,400,12921,19858,939.745,0.31,0.32,2.15,0.336,0.008,728,0
729,1654734060,26.563,55.88,11,400,12919,19857,939.742,0.31,0.32,2.13,0.332,0.007,729,0
730,1654734061,26.567,56.04,23,400,12916,19857,939.758,0.31,0.32,2.12,0.331,0.007,730,0
731,1654734062,26.571,56.24,4,400,12920,19874,939.76,0.3,0.32,2.09,0.326,0.007,731,0
732,1654734063,26.574,56.38,20,400,12922,19857,939.755,0.3,0.31,2.08,0.324,0.007,732,0
733,1654734064,26.578,56.54,13,400,12921,19856,939.741,0.3,0.31,2.04,0.318,0.007,733,0
734,1654734065,26.582,56.67,21,400,12924,19863,939.747,0.29,0.31,2.03,0.316,0.007,734,0
735,1654734066,26.585,56.79,6,400,12917,19860,939.745,0.29,0.3,1.99,0.31,0.007,735,0
736,1654734067,26.589,56.9,10,400,12921,19860,939.751,0.29,0.3,1.98,0.309,0.007,736,0
737,1654734068,26.593,56.99,4,400,12927,19870,939.748,0.29,0.3,2.0,0.312,0.007,737,0
738,1654734069,26.596,57.08,9,400,12923,19868,939.752,0.3,0.31,2.06,0.321,0.007,738,0
739,1654734070,26.6,57.17,11,400,12920,19856,939.753,0.3,0.31,2.05,0.32,0.007,739,0
740,1654734071,26.604,57.24,10,400,12932,19873,939.756,0.29,0.3,1.98,0.309,0.007,740,0
741,1654734072,26.607,57.33,11,400,12930,19867,939.767,0.28,0.29,1.92,0.3,0.007,741,0
742,1654734073,26.611,57.37,14,400,12921,19860,939.77,0.27,0.28,1.88,0.294,0.007,742,0
743,1654734074,26.614,57.46,6,400,12922,19865,939.769,0.27,0.28,1.84,0.287,0.006,743,0
744,1654734075,26.618,57.68,0,400,12938,19890,939.775,0.26,0.27,1.78,0.277,0.006,744,0
745,1654734076,26.622,57.38,0,400,12954,19906,939.774,0.25,0.26,1.75,0.273,0.006,745,0
746,1654734077,26.625,56.77,0,400,12947,19894,939.775,0.25,0.26,1.72,0.268,0.006,746,0
747,1654734078,26.629,56.06,0,400,12945,19891,939.766,0.23,0.24,1.61,0.251,0.006,747,0
748,1654734079,26.632,55.33,0,400,12950,19893,939.753,0.23,0.23,1.55,0.242,0.005,748,0
749,1654734080,26.636,54.68,0,400,12951,19895,939.761,0.22,0.23,1.52,0.237,0.005,749,0
750,1654734081,26.639,54.17,8,400,12946,19895,939.76,0.23,0.24,1.58,0.247,0.006,750,0
751,1654734082,26.643,53.65,6,400,12946,19888,939.768,0.25,0.26,1.72,0.269,0.006,751,0
752,1654734083,26.646,53.22,0,400,12954,19899,939.774,0.25,0.26,1.75,0.273,0.006,752,0
753,1654734084,26.65,52.86,5,400,12940,19886,939.776,0.27,0.28,1.83,0.286,0.006,753,0
754,1654734085,26.653,52.51,3,400,12946,19888,939.761,0.27,0.28,1.83,0.286,0.006,754,0
755,1654734086,26.656,52.23,0,400,12951,19892,939.768,0.26,0.27,1.79,0.279,0.006,755,0
756,1654734087,26.66,51.9,6,400,12936,19892,939.77,0.25,0.26,1.74,0.272,0.006,756,0
757,1654734088,26.663,51.71,14,400,12944,19882,939.776,0.24,0.25,1.63,0.255,0.006,757,0
758,1654734089,26.667,51.49,15,400,12945,19887,939.773,0.24,0.24,1.62,0.253,0.006,758,0
759,1654734090,26.67,51.34,12,400,12946,19885,939.768,0.24,0.25,1.66,0.258,0.006,759,0
760,1654734091,26.673,51.15,15,400,12948,19885,939.755,0.25,0.26,1.69,0.264,0.006,760,0
761,1654734092,26.677,51.05,19,400,12942,19889,939.751,0.25,0.26,1.75,0.273,0.006,761,0
762,1654734093,26.68,50.88,16,400,12944,19885,939.753,0.26,0.27,1.82,0.283,0.006,762,0
763,1654734094,26.683,50.76,14,400,12949,19885,939.75,0.27,0.28,1.87,0.291,0.007,763,0
764,1654734095,26.687,50.68,6,400,12947,19897,939.75,0.27,0.28,1.86,0.29,0.007,764,0
765,1654734096,26.69,50.54,17,400,12947,19886,939.757,0.26,0.27,1.79,0.279,0.006,765,0
766,1654734097,26.693,50.47,11,400,12953,19890,939.754,0.25,0.26,1.74,0.272,0.006,766,0
767,1654734098,26.696,50.39,19,400,12950,19885,939.766,0.24,0.24,1.62,0.253,0.006,767,0
768,1654734099,26.7,50.39,14,400,12948,19888,939.768,0.23,0.23,1.55,0.242,0.005,768,0
769,1654734100,26.703,50.3,7,400,12951,19889,939.778,0.22,0.22,1.48,0.231,0.005,769,0
770,1654734101,26.706,50.19,6,400,12950,19885,939.759,0.19,0.2,1.34,0.209,0.005,770,0
771,1654734102,26.709,50.14,11,400,12950,19889,939.755,0.19,0.2,1.32,0.205,0.005,771,0
772,1654734103,26.713,50.11,8,400,12955,19889,939.765,0.22,0.22,1.49,0.232,0.005,772,0
773,1654734104,26.716,50.04,1,400,12952,19899,939.77,0.22,0.23,1.55,0.241,0.005,773,0
774,1654734105,26.719,49.87,26,400,12932,19870,939.775,0.24,0.25,1.65,0.257,0.006,774,0
775,1654734106,26.722,50.16,28,400,12931,19872,939.765,0.24,0.25,1.68,0.262,0.006,775,0
776,1654734107,26.725,50.75,19,400,12940,19877,939.753,0.27,0.28,1.83,0.285,0.006,776,0
777,1654734108,26.728,51.38,30,400,12938,19878,939.76,0.27,0.28,1.88,0.293,0.007,777,0
778,1654734109,26.732,52.0,36,400,12935,19866,939.759,0.28,0.29,1.9,0.296,0.007,778,0
779,1654734110,26.735,52.56,16,400,12942,19881,939.754,0.27,0.28,1.88,0.293,0.007,779,0
780,1654734111,26.738,53.12,17,400,12948,19874,939.759,0.27,0.28,1.85,0.288,0.007,780,0
781,1654734112,26.741,53.56,21,400,12941,19872,939.761,0.27,0.28,1.83,0.286,0.006,781,0
782,1654734113,26.744,54.03,18,400,12946,19872,939.762,0.26,0.27,1.76,0.274,0.006,782,0
783,1654734114,26.747,54.39,20,400,12948,19882,939.766,0.25,0.26,1.71,0.266,0.006,783,0
